Timestamp,"For each of the following labels, please indicate whether you believe it can be considered a mood or not [acoustic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [adrenaline]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [aggressive]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [agitated]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [angry]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [anxiety]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [atmosphere]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [ballroom]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [beat]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [bizarre]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [breezy]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [bright]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [brit pop]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [carefree]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [catchy]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [chaotic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [cheerful]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [chic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [city]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [club]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [confident]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [confused]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [country rock]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [countryside]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [dance pop]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [delicate]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [desolation]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [despair]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [determined]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [disco 70]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [electronic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [emotional]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [energy]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [enthusiastic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [evocative]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [exciting]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [fast]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [folk contemporaneo]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [frantic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [funk]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [funk rock]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [gentle]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [glamour]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [groove]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [hard rock]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [hip-hop]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [holiday]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [hopeful]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [insistent]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [intense]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [intimate]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [lazy]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [light]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [lonely]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [love]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [melancholic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [mellow]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [melodic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [movement]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [new wave]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [night]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [noise]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [obsessive]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [passionate]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [playful]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [powerful]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [psychedelic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [psychic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [punk]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [r&b]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [rap]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [reggae]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [remembrance]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [repetitive]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [rhythm and blues]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [rock & roll]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [rock blues]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [rock pop]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [romantic]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [sexy]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [slow]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [smooth]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [soft]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [soft pop]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [soul]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [soulful]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [space]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [strong]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [suggestive]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [summertime]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [traditional blues]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [travel]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [vintage]","For each of the following labels, please indicate whether you believe it can be considered a mood or not [weird]"
02/06/2020 14:46:11,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood
02/06/2020 15:02:28,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood
02/06/2020 16:14:45,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood
02/06/2020 17:47:36,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood
02/06/2020 18:27:08,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood
02/06/2020 18:37:17,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood
02/06/2020 19:32:32,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood
02/06/2020 19:50:15,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Mood,Mood
02/06/2020 20:15:58,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood
02/06/2020 20:42:33,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Not Mood,Mood,Not Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Mood,Mood,Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Mood,Not Mood,Not Mood,Not Mood,Not Mood,Mood
